Id,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,BMI,WeightKg
6290855005,5649.551724137931,4.27241380461331,4.27241380461331,0.0,0.08551724203701694,0.12827586305552513,4.048620709057513,0.008620689462484961,2.7586206896551726,3.793103448275862,227.44827586206895,1193.0344827586207,2599.6206896551726,25.48708335558573,85.14583428700765
6775888955,2519.6923076923076,1.8134615161241252,1.8134615161241252,0.07536907837941115,0.7092307667033027,0.38423076959756697,0.7115384657652334,0.0,11.0,14.807692307692308,40.15384615384615,1299.423076923077,2131.769230769231,25.487083355585735,85.14583428700763
6962181067,9794.806451612903,6.585806477454403,6.519354851015154,0.32369965122592065,1.6164516191328726,0.9599999934434885,4.001612924760388,0.006774193577228064,22.806451612903224,18.516129032258064,245.80645161290323,662.3225806451613,1982.032258064516,25.487083355585728,85.14583428700766
7007744171,11323.423076923076,8.015384591542757,7.575769213529731,2.118673333754906,2.4149999870703773,0.7384615299793389,4.861538446866549,0.000769230752037123,31.03846153846154,16.26923076923077,280.7307692307692,1055.3461538461538,2544.0,25.487083355585735,85.14583428700763
7086361926,9371.774193548386,6.388064507815627,6.388064507815627,0.0,2.781290325426286,0.7732258047307693,2.8187096621841197,0.0,42.58064516129032,25.35483870967742,143.83870967741936,850.4516129032259,2566.3548387096776,25.487083355585728,85.14583428700766
8053475328,14763.290322580646,11.475161198646786,11.475161198646786,0.0,8.514838741671657,0.4238709647568962,2.5338709546673686,0.0,85.16129032258064,9.580645161290322,150.96774193548387,1148.0,2945.8064516129034,25.487083355585728,85.14583428700766
8253242879,6482.1578947368425,4.667368468485381,4.667368468485381,0.0,2.214210489862843,0.6957894767585548,1.754736845430575,0.0005263157777096053,20.526315789473685,14.31578947368421,116.89473684210526,1287.3684210526317,1788.0,25.487083355585746,85.14583428700763
8378563200,8717.709677419354,6.913548461852532,6.913548461852532,1.116157793229626,2.503548401978707,0.5190322548151015,3.889354821174376,0.0,58.67741935483871,10.258064516129032,156.09677419354838,716.1290322580645,3436.5806451612902,25.487083355585728,85.14583428700766
8583815059,7198.5161290322585,5.615483822361117,5.615483822361117,0.0,0.7980645258099804,1.020645152897604,2.617419346686333,0.0,9.67741935483871,22.193548387096776,138.29032258064515,1267.225806451613,2732.032258064516,25.487083355585728,85.14583428700766
8792009665,1853.7241379310344,1.1865517168209478,1.1865517168209478,0.0,0.024827586551164734,0.058275862629043655,1.1034482707237374,0.0,0.9655172413793104,4.0344827586206895,91.79310344827586,1060.4827586206898,1962.3103448275863,25.48708335558573,85.14583428700765
8877689391,16040.032258064517,13.212903138129944,13.212903138129944,0.0,6.637419362342162,0.337741934844563,6.188709674342987,0.005161290327387464,66.06451612903226,9.935483870967742,234.70967741935485,1112.8709677419354,3420.2580645161293,25.487083355585728,85.14583428700766
